description,date_announced,date_start,date_end,country,init_country_level,domestic_policy,type,type_sub_cat,target_who_what,compliance,lockdown_length
Chile is enforcing a lockdown in Peñaflor from June 12 for 7 days. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 12 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the urban area of Tocopilla in the Antofagasta Region beginning on June 23 and ending on July 3. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 23 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),6
Chile enforces a lockdown in the commune of El Monte from June 26 until July 3. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 26 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the commune of Talagante from June 26 until July 3. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 26 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the commune of Quillota from June 26 until July 3. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 26 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in the commune of Graneros from June 26 until July 3. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 26 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile enforces a lockdown in Calera de Tango from June 26 until July 3. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 26 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the urban area of Mejillones in the Antofagasta Region from June 23 to July 3. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 23 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the commune of Lampa from May 15 for 7 days. The lockdown has been extended until July 31. UPDATE: The policy enforced from May 15 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
Chile is enforcing a lockdown in the urban area of San José de Maipo from June 12 for 7 days. The lockdown has been extended until July 31. UPDATE: The lockdown enforced from June 12 has been extended until July 31.,2020-07-22,2020-07-25,2020-07-31,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",6
"The government of Chile announced that the commune of Pudahuel, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Pudahuel will be under a full lockdown from July 28 for an indefinite period.",2021-05-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Quilicura, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Quilicura will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Quinta Normal, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Quinta Normal will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Recoleta, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Recoleta will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Renca, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Renca will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Joaquín, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. San Joaquín will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Miguel, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. San Miguel will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Ramón, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. San Ramón will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Santiago, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Santiago will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Pintana, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Pintana will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lo Espejo, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Lo Espejo will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Macul, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Macul will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Maipú, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Maipú will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Pedro Aguirre Cerda, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Pedro Aguirre Cerda will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Peñalolén, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Peñalolén will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Cerrillos, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Cerrillos will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Cerro Navia, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Cerro Navia will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Conchalí, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Conchalí will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of El Bosque, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. El Bosque will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Estación Central, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Estación Central will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Huechuraba, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Huechuraba will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Independencia, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Independencia will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Cisterna, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Cisterna will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Florida, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Florida will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Granja, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Granja will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Copiapó, in the Atacama Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Copiapó will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Calera, in the Valparaiso Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Calera will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Cruz, in the Valparaiso Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Cruz will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lo Prado, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Lo Prado will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Isla de Maipo, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Isla de Maipo will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Antonio, in the Valparaiso Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period. San Antonio will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of San Felipe, in the Valparaiso Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period. San Felipe will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Vitacura, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period. Vitacura will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Las Condes, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period. Las Condes will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lo Barnechea, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period. Lo Barnechea will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Ñuñoa, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period. Ñuñoa will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Reina, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period.  . La Reina will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Colina, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period. Colina will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Til Til, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period.  . Til Til will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Providencia, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Providencia will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lo Prado, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Lo Prado will be under a full lockdown from July 28 for an indefinite period.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforced a lockdown in the whole province of Santiago starting on May 15 at 10 pm for 7 days. The policy ends on July 28. UPDATE: The lockdown enforced from Mat 15 ends on July 28. As part of the plan ""Paso a Paso"" (Step by step), some communes in the Province of Santiago move to ""Phase 2: Transition"" meaning that they will be in lockdown from Monday to Friday and holidays.",2020-07-24,2020-07-28,2020-07-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile enforces a lockdown in the whole commune of Puente Alto from May 15 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from May 15 is extended for an indefinite period on July 28. The commune of Puente Alto enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the whole commune of San Bernardo from May 15 for 7 days. (There was a lockdown in the north-eastern area of the commune from April 16 to May 15). The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from May 15 is extended for an indefinite period on July 28. The commune of San Bernardo enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the urban area of Antofagasta from June 23 to July 3. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 23 is extended for an indefinite period on July 28. The commune of Antofagasta enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in Calama beginning on June 9 and ending on June 19. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 9 is extended for an indefinite period on July 28. The commune of Calama enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),NA
"Chile is enforcing a lockdown in Viña del Mar from June 12 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 12 is extended for an indefinite period on July 28. The commune of Viña del Mar enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in Valparaíso from June 12 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 12 is extended for an indefinite period on July 28. The commune of Valparaíso enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in the commune of Padre Hurtado from May 15 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from May 15 is extended for an indefinite period on July 28. The commune of Padre Hurtado enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in Buin from May 15 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from May 15 is extended for an indefinite period on July 28. The commune of Buin enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in Iquique beginning on May 15 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from May 15 is extended for an indefinite period on July 28. The commune of Iquique enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in Alto Hospicio from May 15 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from May 15 is extended for an indefinite period on July 28. The commune of Alto Hospicio enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the urban area of Curicó from June 19 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 19 is extended for an indefinite period on July 28. The urban area of Curicó  enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in Machalí from June 19 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 19 is extended for an indefinite period on July 28. The commune of Machalí enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in Rancagua from June 19 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 19 is extended for an indefinite period on July 28. The commune of Rancagua enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in the urban area of Tocopilla in the Antofagasta Region beginning on June 23 and ending on July 3. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 23 is extended for an indefinite period on July 28. The urban area of Tocopilla enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),NA
"Chile is enforcing a lockdown in the urban area of Mejillones in the Antofagasta Region from June 23 to July 3. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 23 is extended for an indefinite period on July 28. The urban area of Mejillones enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in Los Andes from June 19 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 19 is extended for an indefinite period on July 28. The commune of Los Andes enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in the urban area of Curacaví from June 12 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 12 is extended for an indefinite period on July 28. The urban area of Curacaví enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in the urban area of San José de Maipo from June 12 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 12 is extended for an indefinite period on July 28. The urban area of San José de Maipo enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2021-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in the urban area of Melipilla from June 12 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 12 is extended for an indefinite period on July 28. The urban area of Melipilla enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
